Arquivo,Nome Proprietário,CPF,CNPJ,Pessoa,Nome Condutor,CPF,CNPJ,Pessoa,Placa,Marca,Renavam,Local UF,Gravidade
41,Evelyn Takeda,644.274.225-35,,Física,Evelyn Takeda,644.274.225-35,,Física,MQU9147,Subaru/Outback 3.0 H6 SW 245cv Aut.,2114684790,AL,Média
41,Evelyn Takeda,644.274.225-35,,Física,Evelyn Takeda,644.274.225-35,,Física,MQU9147,Subaru/Outback 3.0 H6 SW 245cv Aut.,2114684790,AL,Média
41,Evelyn Takeda,644.274.225-35,,Física,Evelyn Takeda,644.274.225-35,,Física,MQU9147,Subaru/Outback 3.0 H6 SW 245cv Aut.,2114684790,AL,Média
42,Fabiane Peres,612.033.622-26,,Física,Fabiane Peres,612.033.622-26,,Física,LCT2216,Lada/Samara 1.3/ 1.5,2114684790,AL,Média
42,Fabiane Peres,612.033.622-26,,Física,Fabiane Peres,612.033.622-26,,Física,LCT2216,Lada/Samara 1.3/ 1.5,2114684790,AL,Média
42,Fabiane Peres,612.033.622-26,,Física,Fabiane Peres,612.033.622-26,,Física,LCT2216,Lada/Samara 1.3/ 1.5,2114684790,AL,Média
42,Fabiane Peres,612.033.622-26,,Física,Fabiane Peres,612.033.622-26,,Física,LCT2216,Lada/Samara 1.3/ 1.5,2114684790,AL,Média
42,Fabiane Peres,612.033.622-26,,Física,Fabiane Peres,612.033.622-26,,Física,LCT2216,Lada/Samara 1.3/ 1.5,2114684790,AL,Média
43,Fernando Belchior,605.747.186-56,,Física,Fernando Belchior,605.747.186-56,,Física,MXH5004,Acura/Integra GS 1.8,2114684790,AL,Média
43,Fernando Belchior,605.747.186-56,,Física,Fernando Belchior,605.747.186-56,,Física,MXH5004,Acura/Integra GS 1.8,2114684790,AL,Média
43,Fernando Belchior,605.747.186-56,,Física,Fernando Belchior,605.747.186-56,,Física,MXH5004,Acura/Integra GS 1.8,2114684790,AL,Média
43,Fernando Belchior,605.747.186-56,,Física,Fernando Belchior,605.747.186-56,,Física,MXH5004,Acura/Integra GS 1.8,2114684790,AL,Média
43,Fernando Belchior,605.747.186-56,,Física,Fernando Belchior,605.747.186-56,,Física,MXH5004,Acura/Integra GS 1.8,2114684790,AL,Média
44,Frederico Nakata,731.211.343-53,,Física,Frederico Nakata,731.211.343-53,,Física,DPQ8378,Jaguar/X-Type ESTATE 3.0 24V 230cv,2114684790,AL,Média
44,Frederico Nakata,731.211.343-53,,Física,Frederico Nakata,731.211.343-53,,Física,DPQ8378,Jaguar/X-Type ESTATE 3.0 24V 230cv,2114684790,AL,Média
44,Frederico Nakata,731.211.343-53,,Física,Frederico Nakata,731.211.343-53,,Física,DPQ8378,Jaguar/X-Type ESTATE 3.0 24V 230cv,2114684790,AL,Média
44,Frederico Nakata,731.211.343-53,,Física,Frederico Nakata,731.211.343-53,,Física,DPQ8378,Jaguar/X-Type ESTATE 3.0 24V 230cv,2114684790,AL,Média
44,Frederico Nakata,731.211.343-53,,Física,Frederico Nakata,731.211.343-53,,Física,DPQ8378,Jaguar/X-Type ESTATE 3.0 24V 230cv,2114684790,AL,Média
45,Giovana Rosa,886.345.558-95,,Física,Giovana Rosa,886.345.558-95,,Física,HMH5586,SHINERAY/SY1020 T20 TRUCKS,2114684790,AL,Média
45,Giovana Rosa,886.345.558-95,,Física,Giovana Rosa,886.345.558-95,,Física,HMH5586,SHINERAY/SY1020 T20 TRUCKS,2114684790,AL,Média
45,Giovana Rosa,886.345.558-95,,Física,Giovana Rosa,886.345.558-95,,Física,HMH5586,SHINERAY/SY1020 T20 TRUCKS,2114684790,AL,Média
45,Giovana Rosa,886.345.558-95,,Física,Giovana Rosa,886.345.558-95,,Física,HMH5586,SHINERAY/SY1020 T20 TRUCKS,2114684790,AL,Média
45,Giovana Rosa,886.345.558-95,,Física,Giovana Rosa,886.345.558-95,,Física,HMH5586,SHINERAY/SY1020 T20 TRUCKS,2114684790,AL,Média
46,,,,,,,,,NEY7045,GEN DA/,,,
46,,,,,,,,,NEY7045,GEN DA/,,,
46,,,,,,,,,NEY7045,GEN DA/,,,
46,,,,,,,,,NEY7045,GEN DA/,,,
46,,,,,,,,,NEY7045,GEN DA/,,,
47,,,,,,,,,BMV5105,GEN DA/,,,
47,,,,,,,,,BMV5105,GEN DA/,,,
47,,,,,,,,,BMV5105,GEN DA/,,,
47,,,,,,,,,BMV5105,GEN DA/,,,
47,,,,,,,,,BMV5105,GEN DA/,,,
48,,,,,,,,,JMZ6382,FIBRAVAN/,,,
48,,,,,,,,,JMZ6382,FIBRAVAN/,,,
48,,,,,,,,,JMZ6382,FIBRAVAN/,,,
48,,,,,,,,,JMZ6382,FIBRAVAN/,,,
48,,,,,,,,,JMZ6382,FIBRAVAN/,,,
49,,,,,,,,,KLO8906,SAAB/,,,
49,,,,,,,,,KLO8906,SAAB/,,,
49,,,,,,,,,KLO8906,SAAB/,,,
49,,,,,,,,,KLO8906,SAAB/,,,
49,,,,,,,,,KLO8906,SAAB/,,,
50,,,,,,,,,NAP0223,SUZUKI/,,,
50,,,,,,,,,NAP0223,SUZUKI/,,,
50,,,,,,,,,NAP0223,SUZUKI/,,,
50,,,,,,,,,NAP0223,SUZUKI/,,,
50,,,,,,,,,NAP0223,SUZUKI/,,,
51,Luciana Castro,,,,Luciana Castro,,,,NFB4339,Matra/Pick-Up CD 4x2 Curto/Longo 2.5 TDI Dies.,,,Média
51,Luciana Castro,,,,Luciana Castro,,,,NFB4339,Matra/Pick-Up CD 4x2 Curto/Longo 2.5 TDI Dies.,,,Média
51,Luciana Castro,,,,Luciana Castro,,,,NFB4339,Matra/Pick-Up CD 4x2 Curto/Longo 2.5 TDI Dies.,,,Média
51,Luciana Castro,,,,Luciana Castro,,,,NFB4339,Matra/Pick-Up CD 4x2 Curto/Longo 2.5 TDI Dies.,,,Média
51,Luciana Castro,,,,Luciana Castro,,,,NFB4339,Matra/Pick-Up CD 4x2 Curto/Longo 2.5 TDI Dies.,,,Média
52,Luciano Vidal,,,,Luciano Vidal,,,,JMU6059,Wake/Way 1.6 Total Flex 8V Mec.,,,Média
52,Luciano Vidal,,,,Luciano Vidal,,,,JMU6059,Wake/Way 1.6 Total Flex 8V Mec.,,,Média
52,Luciano Vidal,,,,Luciano Vidal,,,,JMU6059,Wake/Way 1.6 Total Flex 8V Mec.,,,Média
52,Luciano Vidal,,,,Luciano Vidal,,,,JMU6059,Wake/Way 1.6 Total Flex 8V Mec.,,,Média
52,Luciano Vidal,,,,Luciano Vidal,,,,JMU6059,Wake/Way 1.6 Total Flex 8V Mec.,,,Média
53,Luiza Falcão,,,,Luiza Falcão,,,,MUR2946,Rolls-Royce/Wraith 6.6 V12 Aut.,,,Média
53,Luiza Falcão,,,,Luiza Falcão,,,,MUR2946,Rolls-Royce/Wraith 6.6 V12 Aut.,,,Média
53,Luiza Falcão,,,,Luiza Falcão,,,,MUR2946,Rolls-Royce/Wraith 6.6 V12 Aut.,,,Média
53,Luiza Falcão,,,,Luiza Falcão,,,,MUR2946,Rolls-Royce/Wraith 6.6 V12 Aut.,,,Média
53,Luiza Falcão,,,,Luiza Falcão,,,,MUR2946,Rolls-Royce/Wraith 6.6 V12 Aut.,,,Média
54,Luíza Padilha,,,,Luíza Padilha,,,,MVZ7754,Rover/Mini Cooper 1.3,,,Média
54,Luíza Padilha,,,,Luíza Padilha,,,,MVZ7754,Rover/Mini Cooper 1.3,,,Média
54,Luíza Padilha,,,,Luíza Padilha,,,,MVZ7754,Rover/Mini Cooper 1.3,,,Média
54,Luíza Padilha,,,,Luíza Padilha,,,,MVZ7754,Rover/Mini Cooper 1.3,,,Média
54,Luíza Padilha,,,,Luíza Padilha,,,,MVZ7754,Rover/Mini Cooper 1.3,,,Média
55,Cíntia Corrêa,213.589.752-30,,Física,Cíntia Corrêa,213.589.752-30,,Física,NFB4339,Matra/Pick-Up CD 4x2 Curto/Longo 2.5 TDI Dies.,,ES,
55,Cíntia Corrêa,213.589.752-30,,Física,Cíntia Corrêa,213.589.752-30,,Física,NFB4339,Matra/Pick-Up CD 4x2 Curto/Longo 2.5 TDI Dies.,,ES,
55,Cíntia Corrêa,213.589.752-30,,Física,Cíntia Corrêa,213.589.752-30,,Física,NFB4339,Matra/Pick-Up CD 4x2 Curto/Longo 2.5 TDI Dies.,,ES,
55,Cíntia Corrêa,213.589.752-30,,Física,Cíntia Corrêa,213.589.752-30,,Física,NFB4339,Matra/Pick-Up CD 4x2 Curto/Longo 2.5 TDI Dies.,,ES,
55,Cíntia Corrêa,213.589.752-30,,Física,Cíntia Corrêa,213.589.752-30,,Física,NFB4339,Matra/Pick-Up CD 4x2 Curto/Longo 2.5 TDI Dies.,,ES,
56,Áurea Bonfim,317.434.142-69,,Física,Áurea Bonfim,317.434.142-69,,Física,BMV5105,CHANA/Cargo CD 1.0 8V 53cv (Pick-Up),,ES,
56,Áurea Bonfim,317.434.142-69,,Física,Áurea Bonfim,317.434.142-69,,Física,BMV5105,CHANA/Cargo CD 1.0 8V 53cv (Pick-Up),,ES,
56,Áurea Bonfim,317.434.142-69,,Física,Áurea Bonfim,317.434.142-69,,Física,BMV5105,CHANA/Cargo CD 1.0 8V 53cv (Pick-Up),,ES,
56,Áurea Bonfim,317.434.142-69,,Física,Áurea Bonfim,317.434.142-69,,Física,BMV5105,CHANA/Cargo CD 1.0 8V 53cv (Pick-Up),,ES,
56,Áurea Bonfim,317.434.142-69,,Física,Áurea Bonfim,317.434.142-69,,Física,BMV5105,CHANA/Cargo CD 1.0 8V 53cv (Pick-Up),,ES,
57,Augusto Alves,715.815.128-05,,Física,Augusto Alves,715.815.128-05,,Física,NEY7045,AM Gen/Hummer Hard-Top 6.5 4x4 Diesel TB,,ES,
57,Augusto Alves,715.815.128-05,,Física,Augusto Alves,715.815.128-05,,Física,NEY7045,AM Gen/Hummer Hard-Top 6.5 4x4 Diesel TB,,ES,
57,Augusto Alves,715.815.128-05,,Física,Augusto Alves,715.815.128-05,,Física,NEY7045,AM Gen/Hummer Hard-Top 6.5 4x4 Diesel TB,,ES,
57,Augusto Alves,715.815.128-05,,Física,Augusto Alves,715.815.128-05,,Física,NEY7045,AM Gen/Hummer Hard-Top 6.5 4x4 Diesel TB,,ES,
57,Augusto Alves,715.815.128-05,,Física,Augusto Alves,715.815.128-05,,Física,NEY7045,AM Gen/Hummer Hard-Top 6.5 4x4 Diesel TB,,ES,
58,Arthur Hashimoto,360.422.101-30,,Física,Arthur Hashimoto,360.422.101-30,,Física,HMH5586,SHINERAY/SY1020 T20 TRUCKS,,ES,
58,Arthur Hashimoto,360.422.101-30,,Física,Arthur Hashimoto,360.422.101-30,,Física,HMH5586,SHINERAY/SY1020 T20 TRUCKS,,ES,
58,Arthur Hashimoto,360.422.101-30,,Física,Arthur Hashimoto,360.422.101-30,,Física,HMH5586,SHINERAY/SY1020 T20 TRUCKS,,ES,
58,Arthur Hashimoto,360.422.101-30,,Física,Arthur Hashimoto,360.422.101-30,,Física,HMH5586,SHINERAY/SY1020 T20 TRUCKS,,ES,
58,Arthur Hashimoto,360.422.101-30,,Física,Arthur Hashimoto,360.422.101-30,,Física,HMH5586,SHINERAY/SY1020 T20 TRUCKS,,ES,
59,Antonio Melo,166.058.923-13,,Física,Antonio Melo,166.058.923-13,,Física,MVZ7754,Rover/Mini Cooper 1.3,,ES,
59,Antonio Melo,166.058.923-13,,Física,Antonio Melo,166.058.923-13,,Física,MVZ7755,Rover/Mini Cooper 1.3,,ES,
59,Antonio Melo,166.058.923-13,,Física,Antonio Melo,166.058.923-13,,Física,MVZ7756,Rover/Mini Cooper 1.3,,ES,
59,Antonio Melo,166.058.923-13,,Física,Antonio Melo,166.058.923-13,,Física,MVZ7757,Rover/Mini Cooper 1.3,,ES,
59,Antonio Melo,166.058.923-13,,Física,Antonio Melo,166.058.923-13,,Física,MVZ7758,Rover/Mini Cooper 1.3,,ES,
60,,,,,,,,,NAL8619,JINBEI/,,,
60,,,,,,,,,NAL8619,JINBEI/,,,
60,,,,,,,,,NAL8619,JINBEI/,,,
60,,,,,,,,,NAL8619,JINBEI/,,,
60,,,,,,,,,NAL8619,JINBEI/,,,
61,,,,,,,,,NFB4339,Matra/,,,
61,,,,,,,,,NFB4339,Matra/,,,
61,,,,,,,,,NFB4339,Matra/,,,
61,,,,,,,,,NFB4339,Matra/,,,
61,,,,,,,,,NFB4339,Matra/,,,
62,,,,,,,,,JMU6059,Wake/,,,
62,,,,,,,,,JMU6059,Wake/,,,
62,,,,,,,,,JMU6059,Wake/,,,
62,,,,,,,,,JMU6059,Wake/,,,
62,,,,,,,,,JMU6059,Wake/,,,
63,,,,,,,,,IZO0533,MATRA/,,,
63,,,,,,,,,IZO0533,MATRA/,,,
63,,,,,,,,,IZO0533,MATRA/,,,
63,,,,,,,,,IZO0533,MATRA/,,,
63,,,,,,,,,IZO0533,MATRA/,,,
64,,,,,,,,,AWC8368,DODGE/,,,
64,,,,,,,,,AWC8368,DODGE/,,,
64,,,,,,,,,AWC8368,DODGE/,,,
64,,,,,,,,,AWC8368,DODGE/,,,
64,,,,,,,,,AWC8368,DODGE/,,,
65,Émerson Lopes,462.146.406-00,,Física,Émerson Lopes,462.146.406-00,,Física,NFB4339,Matra/Pick-Up CD 4x2 Curto/Longo 2.5 TDI Dies.,2114684790,AL,Média
65,Émerson Lopes,462.146.406-00,,Física,Émerson Lopes,462.146.406-00,,Física,NFB4339,Matra/Pick-Up CD 4x2 Curto/Longo 2.5 TDI Dies.,2114684790,AL,Média
65,Émerson Lopes,462.146.406-00,,Física,Émerson Lopes,462.146.406-00,,Física,NFB4339,Matra/Pick-Up CD 4x2 Curto/Longo 2.5 TDI Dies.,2114684790,AL,Média
65,Émerson Lopes,462.146.406-00,,Física,Émerson Lopes,462.146.406-00,,Física,NFB4339,Matra/Pick-Up CD 4x2 Curto/Longo 2.5 TDI Dies.,2114684790,AL,Média
65,Émerson Lopes,462.146.406-00,,Física,Émerson Lopes,462.146.406-00,,Física,NFB4339,Matra/Pick-Up CD 4x2 Curto/Longo 2.5 TDI Dies.,2114684790,AL,Média
66,Erasmo Fagundes,232.376.034-30,,Física,Erasmo Fagundes,232.376.034-30,,Física,JMU6059,Wake/Way 1.6 Total Flex 8V Mec.,2114684790,AL,Média
66,Erasmo Fagundes,232.376.034-30,,Física,Erasmo Fagundes,232.376.034-30,,Física,JMU6059,Wake/Way 1.6 Total Flex 8V Mec.,2114684790,AL,Média
66,Erasmo Fagundes,232.376.034-30,,Física,Erasmo Fagundes,232.376.034-30,,Física,JMU6059,Wake/Way 1.6 Total Flex 8V Mec.,2114684790,AL,Média
66,Erasmo Fagundes,232.376.034-30,,Física,Erasmo Fagundes,232.376.034-30,,Física,JMU6059,Wake/Way 1.6 Total Flex 8V Mec.,2114684790,AL,Média
66,Erasmo Fagundes,232.376.034-30,,Física,Erasmo Fagundes,232.376.034-30,,Física,JMU6059,Wake/Way 1.6 Total Flex 8V Mec.,2114684790,AL,Média
67,Erasmo Leitão,561.764.750-40,,Física,Erasmo Leitão,561.764.750-40,,Física,MUR2946,Rolls-Royce/Wraith 6.6 V12 Aut.,2114684790,AL,Média
67,Erasmo Leitão,561.764.750-40,,Física,Erasmo Leitão,561.764.750-40,,Física,MUR2946,Rolls-Royce/Wraith 6.6 V12 Aut.,2114684790,AL,Média
67,Erasmo Leitão,561.764.750-40,,Física,Erasmo Leitão,561.764.750-40,,Física,MUR2946,Rolls-Royce/Wraith 6.6 V12 Aut.,2114684790,AL,Média
67,Erasmo Leitão,561.764.750-40,,Física,Erasmo Leitão,561.764.750-40,,Física,MUR2946,Rolls-Royce/Wraith 6.6 V12 Aut.,2114684790,AL,Média
67,Erasmo Leitão,561.764.750-40,,Física,Erasmo Leitão,561.764.750-40,,Física,MUR2946,Rolls-Royce/Wraith 6.6 V12 Aut.,2114684790,AL,Média
68,Érico Flores,976.374.884-46,,Física,Érico Flores,976.374.884-46,,Física,MVZ7754,Rover/Mini Cooper 1.3,2114684790,AL,Média
68,Érico Flores,976.374.884-46,,Física,Érico Flores,976.374.884-46,,Física,MVZ7754,Rover/Mini Cooper 1.3,2114684790,AL,Média
68,Érico Flores,976.374.884-46,,Física,Érico Flores,976.374.884-46,,Física,MVZ7754,Rover/Mini Cooper 1.3,2114684790,AL,Média
68,Érico Flores,976.374.884-46,,Física,Érico Flores,976.374.884-46,,Física,MVZ7754,Rover/Mini Cooper 1.3,2114684790,AL,Média
68,Érico Flores,976.374.884-46,,Física,Érico Flores,976.374.884-46,,Física,MVZ7754,Rover/Mini Cooper 1.3,2114684790,AL,Média
69,Érico Watanabe,219.460.641-65,,Física,Érico Watanabe,219.460.641-65,,Física,JBQ0688,Mitsubishi/L200 Savana 2.5 4x4 121cv CD DTI  Dies.,2114684790,AL,Média
69,Érico Watanabe,219.460.641-65,,Física,Érico Watanabe,219.460.641-65,,Física,JBQ0688,Mitsubishi/L200 Savana 2.5 4x4 121cv CD DTI  Dies.,2114684790,AL,Média
69,Érico Watanabe,219.460.641-65,,Física,Érico Watanabe,219.460.641-65,,Física,JBQ0688,Mitsubishi/L200 Savana 2.5 4x4 121cv CD DTI  Dies.,2114684790,AL,Média
69,Érico Watanabe,219.460.641-65,,Física,Érico Watanabe,219.460.641-65,,Física,JBQ0688,Mitsubishi/L200 Savana 2.5 4x4 121cv CD DTI  Dies.,2114684790,AL,Média
69,Érico Watanabe,219.460.641-65,,Física,Érico Watanabe,219.460.641-65,,Física,JBQ0688,Mitsubishi/L200 Savana 2.5 4x4 121cv CD DTI  Dies.,2114684790,AL,Média
70,Maurício Vila,734.507.619-94,,Física,Maurício Vila,734.507.619-94,,Física,MLO3215,LAMBORGHINI/Gallardo Spider LP5,,SP,
70,Maurício Vila,734.507.619-94,,Física,Maurício Vila,734.507.619-94,,Física,MLO3215,LAMBORGHINI/Gallardo Spider LP5,,SP,
70,Maurício Vila,734.507.619-94,,Física,Maurício Vila,734.507.619-94,,Física,MLO3215,LAMBORGHINI/Gallardo Spider LP5,,SP,
70,Maurício Vila,734.507.619-94,,Física,Maurício Vila,734.507.619-94,,Física,MLO3215,LAMBORGHINI/Gallardo Spider LP5,,SP,
70,Maurício Vila,734.507.619-94,,Física,Maurício Vila,734.507.619-94,,Física,MLO3215,LAMBORGHINI/Gallardo Spider LP5,,SP,
71,Michele Campos,463.020.307-90,,Física,Michele Campos,463.020.307-90,,Física,KKA3204,Mazda/MX-5 Mec,,SP,
71,Michele Campos,463.020.307-90,,Física,Michele Campos,463.020.307-90,,Física,KKA3204,Mazda/MX-5 Mec,,SP,
71,Michele Campos,463.020.307-90,,Física,Michele Campos,463.020.307-90,,Física,KKA3204,Mazda/MX-5 Mec,,SP,
71,Michele Campos,463.020.307-90,,Física,Michele Campos,463.020.307-90,,Física,KKA3204,Mazda/MX-5 Mec,,SP,
71,Michele Campos,463.020.307-90,,Física,Michele Campos,463.020.307-90,,Física,KKA3204,Mazda/MX-5 Mec,,SP,
72,Moacir Arruda,031.954.289-03,,Física,Moacir Arruda,031.954.289-03,,Física,NAL8619,JINBEI/TOPIC VAN SL 2.2,,SP,
72,Moacir Arruda,031.954.289-03,,Física,Moacir Arruda,031.954.289-03,,Física,NAL8619,JINBEI/TOPIC VAN SL 2.2,,SP,
72,Moacir Arruda,031.954.289-03,,Física,Moacir Arruda,031.954.289-03,,Física,NAL8619,JINBEI/TOPIC VAN SL 2.2,,SP,
72,Moacir Arruda,031.954.289-03,,Física,Moacir Arruda,031.954.289-03,,Física,NAL8619,JINBEI/TOPIC VAN SL 2.2,,SP,
72,Moacir Arruda,031.954.289-03,,Física,Moacir Arruda,031.954.289-03,,Física,NAL8619,JINBEI/TOPIC VAN SL 2.2,,SP,
73,Neto Ferreira,454.326.826-13,,Física,Neto Ferreira,454.326.826-13,,Física,NFB4339,Matra/Pick-Up CD 4x2,,SP,
73,Neto Ferreira,454.326.826-13,,Física,Neto Ferreira,454.326.826-13,,Física,NFB4339,Matra/Pick-Up CD 4x2,,SP,
73,Neto Ferreira,454.326.826-13,,Física,Neto Ferreira,454.326.826-13,,Física,NFB4339,Matra/Pick-Up CD 4x2,,SP,
73,Neto Ferreira,454.326.826-13,,Física,Neto Ferreira,454.326.826-13,,Física,NFB4339,Matra/Pick-Up CD 4x2,,SP,
73,Neto Ferreira,454.326.826-13,,Física,Neto Ferreira,454.326.826-13,,Física,NFB4339,Matra/Pick-Up CD 4x2,,SP,
74,Nina Prestes,547.266.678-31,,Física,Nina Prestes,547.266.678-31,,Física,JMU6059,WAKE/Way 1.6 Total Flex,,SP,
74,Nina Prestes,547.266.678-31,,Física,Nina Prestes,547.266.678-31,,Física,JMU6059,WAKE/Way 1.6 Total Flex,,SP,
74,Nina Prestes,547.266.678-31,,Física,Nina Prestes,547.266.678-31,,Física,JMU6059,WAKE/Way 1.6 Total Flex,,SP,
74,Nina Prestes,547.266.678-31,,Física,Nina Prestes,547.266.678-31,,Física,JMU6059,WAKE/Way 1.6 Total Flex,,SP,
74,Nina Prestes,547.266.678-31,,Física,Nina Prestes,547.266.678-31,,Física,JMU6059,WAKE/Way 1.6 Total Flex,,SP,
75,Jorge Fernandes,,,,Jorge Fernandes,,,,LCT2216,Lada/Samara 1.3/ 1.5,,,Média
75,Jorge Fernandes,,,,Jorge Fernandes,,,,LCT2216,Lada/Samara 1.3/ 1.5,,,Média
75,Jorge Fernandes,,,,Jorge Fernandes,,,,LCT2216,Lada/Samara 1.3/ 1.5,,,Média
75,Jorge Fernandes,,,,Jorge Fernandes,,,,LCT2216,Lada/Samara 1.3/ 1.5,,,Média
75,Jorge Fernandes,,,,Jorge Fernandes,,,,LCT2216,Lada/Samara 1.3/ 1.5,,,Média
76,,,,,,,,,MZR1199,GREAT WALL/,,,
76,,,,,,,,,MZR1199,GREAT WALL/,,,
76,,,,,,,,,MZR1199,GREAT WALL/,,,
76,,,,,,,,,MZR1199,GREAT WALL/,,,
76,,,,,,,,,MZR1199,GREAT WALL/,,,
77,,,,,,,,,AXT6289,PORSCHE/,,,
77,,,,,,,,,AXT6289,PORSCHE/,,,
77,,,,,,,,,AXT6289,PORSCHE/,,,
77,,,,,,,,,AXT6289,PORSCHE/,,,
77,,,,,,,,,AXT6289,PORSCHE/,,,
78,,,,,,,,,KFA3460,LADA/,,,
78,,,,,,,,,KFA3460,LADA/,,,
78,,,,,,,,,KFA3460,LADA/,,,
78,,,,,,,,,KFA3460,LADA/,,,
78,,,,,,,,,KFA3460,LADA/,,,
79,,,,,,,,,KMW1529,ENVERNO/,,,
79,,,,,,,,,KMW1529,ENVERNO/,,,
79,,,,,,,,,KMW1529,ENVERNO/,,,
79,,,,,,,,,KMW1529,ENVERNO/,,,
79,,,,,,,,,KMW1529,ENVERNO/,,,
80,Magali Morais,,,,Magali Morais,,,,JBQ0688,Mitsubishi/L200 Savana 2.5 4x4 121cv CD DTI  Dies.,,,Média
80,Magali Morais,,,,Magali Morais,,,,JBQ0688,Mitsubishi/L200 Savana 2.5 4x4 121cv CD DTI  Dies.,,,Média
80,Magali Morais,,,,Magali Morais,,,,JBQ0688,Mitsubishi/L200 Savana 2.5 4x4 121cv CD DTI  Dies.,,,Média
80,Magali Morais,,,,Magali Morais,,,,JBQ0688,Mitsubishi/L200 Savana 2.5 4x4 121cv CD DTI  Dies.,,,Média
80,Magali Morais,,,,Magali Morais,,,,JBQ0688,Mitsubishi/L200 Savana 2.5 4x4 121cv CD DTI  Dies.,,,Média
81,Maiara Borba,,,,Maiara Borba,,,,MXT0314,HAFEI/Towner Jr. Pick-up Ba,,,Média
81,Maiara Borba,,,,Maiara Borba,,,,MXT0314,HAFEI/Towner Jr. Pick-up Ba,,,Média
81,Maiara Borba,,,,Maiara Borba,,,,MXT0314,HAFEI/Towner Jr. Pick-up Ba,,,Média
81,Maiara Borba,,,,Maiara Borba,,,,MXT0314,HAFEI/Towner Jr. Pick-up Ba,,,Média
81,Maiara Borba,,,,Maiara Borba,,,,MXT0314,HAFEI/Towner Jr. Pick-up Ba,,,Média
82,Maiara Flores,,,,Maiara Flores,,,,MQU9147,Subaru/Outback 3.0 H6 SW 245cv Aut.,,,Média
82,Maiara Flores,,,,Maiara Flores,,,,MQU9147,Subaru/Outback 3.0 H6 SW 245cv Aut.,,,Média
82,Maiara Flores,,,,Maiara Flores,,,,MQU9147,Subaru/Outback 3.0 H6 SW 245cv Aut.,,,Média
82,Maiara Flores,,,,Maiara Flores,,,,MQU9147,Subaru/Outback 3.0 H6 SW 245cv Aut.,,,Média
82,Maiara Flores,,,,Maiara Flores,,,,MQU9147,Subaru/Outback 3.0 H6 SW 245cv Aut.,,,Média
83,Kléber Siqueira,,,,Kléber Siqueira,,,,BMV5105,CHANA/Cargo CD 1.0 8V 53cv (Pick-Up),,,Média
83,Kléber Siqueira,,,,Kléber Siqueira,,,,BMV5105,CHANA/Cargo CD 1.0 8V 53cv (Pick-Up),,,Média
83,Kléber Siqueira,,,,Kléber Siqueira,,,,BMV5105,CHANA/Cargo CD 1.0 8V 53cv (Pick-Up),,,Média
83,Kléber Siqueira,,,,Kléber Siqueira,,,,BMV5105,CHANA/Cargo CD 1.0 8V 53cv (Pick-Up),,,Média
83,Kléber Siqueira,,,,Kléber Siqueira,,,,BMV5105,CHANA/Cargo CD 1.0 8V 53cv (Pick-Up),,,Média
84,Lavínia Couto,,,,Lavínia Couto,,,,MNX1171,Volvo/C30 2.4 170cv Aut,,,Média
84,Lavínia Couto,,,,Lavínia Couto,,,,MNX1171,Volvo/C30 2.4 170cv Aut,,,Média
84,Lavínia Couto,,,,Lavínia Couto,,,,MNX1171,Volvo/C30 2.4 170cv Aut,,,Média
84,Lavínia Couto,,,,Lavínia Couto,,,,MNX1171,Volvo/C30 2.4 170cv Aut,,,Média
84,Lavínia Couto,,,,Lavínia Couto,,,,MNX1171,Volvo/C30 2.4 170cv Aut,,,Média
85,Cícero Menezes,882.531.366-76,,Física,Cícero Menezes,882.531.366-76,,Física,NAL8619,JINBEI/TOPIC VAN SL 2.2 8V/ 2.0 16V 4p,,ES,
85,Cícero Menezes,882.531.366-76,,Física,Cícero Menezes,882.531.366-76,,Física,NAL8619,JINBEI/TOPIC VAN SL 2.2 8V/ 2.0 16V 4p,,ES,
85,Cícero Menezes,882.531.366-76,,Física,Cícero Menezes,882.531.366-76,,Física,NAL8619,JINBEI/TOPIC VAN SL 2.2 8V/ 2.0 16V 4p,,ES,
85,Cícero Menezes,882.531.366-76,,Física,Cícero Menezes,882.531.366-76,,Física,NAL8619,JINBEI/TOPIC VAN SL 2.2 8V/ 2.0 16V 4p,,ES,
85,Cícero Menezes,882.531.366-76,,Física,Cícero Menezes,882.531.366-76,,Física,NAL8619,JINBEI/TOPIC VAN SL 2.2 8V/ 2.0 16V 4p,,ES,
86,Agildo Fonseca,451.327.939-75,,Física,Agildo Fonseca,451.327.939-75,,Física,NAL8619,JINBEI/TOPIC VAN SL 2.2 8V/ 2.0 16V 4p,,ES,
86,Agildo Fonseca,451.327.939-75,,Física,Agildo Fonseca,451.327.939-75,,Física,NAL8619,JINBEI/TOPIC VAN SL 2.2 8V/ 2.0 16V 4p,,ES,
86,Agildo Fonseca,451.327.939-75,,Física,Agildo Fonseca,451.327.939-75,,Física,NAL8619,JINBEI/TOPIC VAN SL 2.2 8V/ 2.0 16V 4p,,ES,
86,Agildo Fonseca,451.327.939-75,,Física,Agildo Fonseca,451.327.939-75,,Física,NAL8619,JINBEI/TOPIC VAN SL 2.2 8V/ 2.0 16V 4p,,ES,
86,Agildo Fonseca,451.327.939-75,,Física,Agildo Fonseca,451.327.939-75,,Física,NAL8619,JINBEI/TOPIC VAN SL 2.2 8V/ 2.0 16V 4p,,ES,
